# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DNMT3L-AS1	DNMT3L-AS1.2	NR_135514.1.2		0	0	0	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0
DONSON	DONSON	NM_017613.4	protein_coding	2	21	27	479	25	1	1	103	0	236	27	0	0	1	10	0	1	0	0	11	124
DOP1B	DOP1B	NM_001320714.1	protein_coding	1	115	146	4256	15	0	7	152	0	3963	146	0	0	0	13	0	1	0	1	104	128
DOP1B	DOP1B	NM_005128.3	protein_coding	1	116	146	4029	15	0	2	152	0	3718	146	0	0	0	14	0	1	0	1	104	151
DSCAM	DSCAM	NM_001271534.3	protein_coding	0	101	62	25630	66	2	8	156	0	25244	62	0	0	0	13	0	0	0	0	92	163
DSCAM	DSCAM	NM_001389.5	protein_coding	1	101	62	25629	66	2	8	156	0	25243	62	0	0	0	13	0	1	0	0	92	163
DSCAM	DSCAM	NR_073202.3		0	13	0	25778	0	0	0	156	0	25252	0	220	0	0	13	0	0	0	0	0	163
DSCAM-AS1	DSCAM-AS1	NR_038896.1		1	0	0	372	0	0	0	149	0	25	0	54	0	1	0	0	0	0	0	0	145
DSCAM-AS1	DSCAM-AS1	NR_038898.1		0	0	0	373	0	0	0	149	0	41	0	38	0	0	0	0	0	0	0	0	145
DSCAM-AS1	DSCAM-AS1	NR_038899.1		0	0	0	372	0	0	0	149	0	47	0	32	0	0	0	0	0	0	0	0	144
DSCAM-AS1	DSCAM-AS1	NR_038900.1		1	0	0	372	0	0	0	149	0	47	0	32	0	1	0	0	0	0	0	0	145
DSCAM-IT1	DSCAM-IT1	NR_046774.2		0	3	0	636	0	0	0	147	0	310	0	18	0	0	3	0	0	0	0	0	164
DSCR10	DSCR10	NR_027695.1		0	2	0	351	0	0	0	126	0	42	0	22	0	0	2	0	0	0	0	0	163
DSCR4	DSCR4	NR_147130.1		1	2	0	1892	0	0	0	111	0	1608	0	40	0	1	2	0	0	0	0	0	136
DSCR8	DSCR8	NR_026838.1		1	3	0	1217	0	0	0	133	0	934	0	18	1	0	3	0	0	0	0	0	136
DSCR8	DSCR8	NR_026839.1		1	2	0	1218	0	0	0	133	0	937	0	15	1	0	2	0	0	0	0	0	136
DSCR8	DSCR8	NR_026840.1		1	3	0	1217	0	0	0	133	0	939	0	13	1	0	3	0	0	0	0	0	136
DSCR8	DSCR8	NR_026841.1		1	3	0	1217	0	0	0	133	0	939	0	13	1	0	3	0	0	0	0	0	136
DSCR8	DSCR8	NR_026842.1		1	2	0	1218	0	0	0	133	0	942	0	10	1	0	2	0	0	0	0	0	136
DSCR9	DSCR9	NR_026719.2		0	1	0	610	0	0	0	122	0	297	0	57	0	0	1	0	0	0	0	0	135
DYRK1A	DYRK1A	NM_001347721.2	protein_coding	0	25	18	4600	400	3	26	122	0	3932	18	0	0	0	5	0	0	0	0	19	122
DYRK1A	DYRK1A	NM_001347722.2	protein_coding	0	21	18	4624	400	0	4	122	0	3963	18	0	0	0	4	0	0	0	0	19	137
DYRK1A	DYRK1A	NM_001347723.1	protein_coding	0	24	18	4323	61	3	16	186	0	3934	18	0	0	0	5	0	0	0	0	18	128
DYRK1A	DYRK1A	NM_001396.4	protein_coding	1	26	18	4355	61	3	12	186	0	3972	18	0	1	0	6	0	0	0	0	19	128
DYRK1A	DYRK1A	NM_101395.2	protein_coding	1	21	11	4317	76	1	7	186	0	3924	11	0	1	0	6	0	0	0	0	16	128
DYRK1A	DYRK1A	NM_130436.2	protein_coding	0	31	18	2858	61	10	42	186	0	2448	18	0	0	0	4	0	0	0	0	19	123
DYRK1A	DYRK1A	NM_130438.2	protein_coding	1	19	5	2842	73	0	2	186	0	2452	5	0	1	0	4	0	0	0	0	16	133
ERG	ERG	NM_001136154.1	protein_coding	0	23	16	8071	85	3	9	114	0	7750	16	0	0	0	5	0	0	0	0	15	116
ERG	ERG	NM_001136155.1	protein_coding	0	17	15	3467	85	2	6	114	0	3155	15	0	0	0	2	0	0	0	0	13	109
ERG	ERG	NM_001243428.1	protein_coding	0	22	16	8048	85	2	9	114	0	7721	16	0	0	0	5	0	0	0	0	15	122
ERG	ERG	NM_001243429.1	protein_coding	0	19	13	5872	85	2	7	114	0	5531	13	0	0	0	4	0	0	0	0	13	137
ERG	ERG	NM_001243432.2	protein_coding	0	19	13	8388	4	3	9	126	0	8137	13	0	0	0	6	0	0	0	0	10	116
ERG	ERG	NM_001291391.1	protein_coding	0	17	15	7588	3	3	9	120	0	7342	15	0	0	0	4	0	0	0	0	10	116
ERG	ERG	NM_001331025.2	protein_coding	0	19	14	3466	83	2	5	116	0	3156	14	0	0	0	3	0	0	0	0	14	109
ERG	ERG	NM_004449.4	protein_coding	0	23	14	8073	85	3	9	114	0	7752	14	0	0	0	5	0	0	0	0	15	116
ERG	ERG	NM_182918.4	protein_coding	0	19	16	3464	83	2	5	116	0	3154	16	0	0	0	3	0	0	0	0	14	109
ERG	ERG	NR_111949.2		0	2	0	5586	0	0	0	148	0	5278	0	46	0	0	2	0	0	0	0	0	116
ERVH48-1	ERVH48-1	NM_001308491.1	protein_coding	0	5	9	531	51	4	25	145	0	166	9	0	0	0	1	0	0	0	0	0	144
ETS2	ETS2	NM_001256295.2	protein_coding	0	21	29	698	54	0	2	103	0	387	29	0	0	0	4	0	0	0	0	20	153
ETS2	ETS2	NM_005239.6	protein_coding	0	21	20	688	54	1	7	103	0	381	20	0	0	0	4	0	0	0	0	16	144
EVA1C	EVA1C	NM_001286556.2	protein_coding	0	26	33	2931	12	0	1	152	0	2612	33	0	0	0	1	0	0	0	0	25	155
EVA1C	EVA1C	NM_001320744.2	protein_coding	0	21	26	2943	12	0	1	152	0	2624	26	0	0	0	1	0	0	0	0	20	155
EVA1C	EVA1C	NM_001320745.2	protein_coding	0	25	26	2973	12	2	14	152	0	2631	26	0	0	0	1	0	0	0	0	22	165
EVA1C	EVA1C	NM_058187.5	protein_coding	0	26	33	2931	12	0	1	152	0	2612	33	0	0	0	1	0	0	0	0	25	155
EVA1C	EVA1C	NR_104472.2		0	1	0	2989	0	0	0	152	0	2616	0	67	0	0	1	0	0	0	0	0	155
EVA1C	EVA1C	NR_135467.2		1	1	0	2988	0	0	0	152	0	2612	0	71	0	1	1	0	0	0	0	0	155
FAM207A	FAM207A	NM_001316983.1	protein_coding	1	13	24	1662	0	0	2	204	0	1322	24	0	0	1	5	0	0	0	0	9	139
FAM207A	FAM207A	NM_001316984.1	protein_coding	2	11	22	1665	0	0	2	204	0	1325	22	0	1	1	4	0	0	0	0	8	139
FAM207A	FAM207A	NM_001316985.1	protein_coding	1	12	22	1665	0	0	2	204	0	1325	22	0	0	1	5	0	0	0	0	8	139
FAM207A	FAM207A	NM_001316986.1	protein_coding	1	11	19	1669	0	0	2	204	0	1327	19	0	0	1	3	0	0	0	0	9	139
FAM207A	FAM207A	NM_001316987.1	protein_coding	1	10	17	1672	0	0	2	204	0	1330	17	0	0	1	3	0	0	0	0	8	139
FAM207A	FAM207A	NM_001316988.1	protein_coding	0	11	15	1685	0	1	17	204	0	1335	15	0	0	0	6	0	0	0	0	4	133
FAM207A	FAM207A	NM_058190.4	protein_coding	2	12	24	1662	0	0	0	204	0	1322	24	0	1	1	4	0	0	0	0	9	141
FAM243A	FAM243A	NM_001282537.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FAM243B	FAM243B.2	NM_001364711.1.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FAM3B	FAM3B	NM_058186.4	protein_coding	0	16	15	1347	11	0	2	173	0	1055	15	0	0	0	7	0	0	0	0	12	110
FAM3B	FAM3B	NM_206964.2	protein_coding	0	12	10	1356	11	0	2	173	0	1064	10	0	0	0	7	0	0	0	0	8	110
FRGCA	FRGCA	NR_133677.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FRGCA	FRGCA.2	NR_133677.1.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FTCD	FTCD.2	NM_001320412.2	protein_coding	3	43	64	1311	9	1	5	344	0	762	64	0	0	1	5	0	2	0	0	41	193
FTCD	FTCD.2	NM_006657.3.2	protein_coding	2	44	54	1321	12	1	5	344	0	770	54	0	0	0	7	0	2	0	0	40	193
FTCD	FTCD.2	NM_206965.2	protein_coding	2	42	54	1298	17	1	5	341	0	743	54	0	0	0	5	0	2	0	0	40	193
FTCD-AS1	FTCD-AS1	NM_001350598.1	protein_coding	0	10	28	448	1	1	4	236	0	38	28	0	0	0	1	0	0	0	0	8	170
GABPA	GABPA	NM_001197297.2	protein_coding	0	16	5	1145	50	1	7	122	0	836	5	0	0	0	6	0	0	0	0	12	133
GABPA	GABPA	NM_002040.4	protein_coding	0	18	5	1145	50	3	27	122	0	816	5	0	0	0	6	0	0	0	0	12	133
GART	GART	NM_000819.5	protein_coding	0	33	49	1218	2	0	4	130	0	932	49	0	0	0	11	0	0	0	0	24	159
GART	GART	NM_001136005.1.2	protein_coding	0	34	49	1245	2	2	14	130	0	952	49	0	0	0	10	0	0	0	0	24	155
GART	GART	NM_001136006.1	protein_coding	0	35	49	1244	2	2	14	130	0	952	49	0	0	0	11	0	0	0	0	24	155
GART	GART	NM_175085.3	protein_coding	0	19	22	748	27	0	4	114	0	450	22	0	0	0	7	0	0	0	0	13	159
GATD3A	GATD3A	NM_001320383.2	protein_coding	0	0	0	4	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A	NM_001320384.2	protein_coding	0	0	0	4	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A	NM_004649.8	protein_coding	0	0	0	9	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A	NM_198155.5	protein_coding	0	0	0	9	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A	NR_135220.2		0	0	0	9	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A.2	NM_001320383.2.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A.2	NM_001320384.2.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A.2	NM_004649.8.2	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A.2	NM_198155.5.2	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
GATD3A	GATD3A.2	NR_135220.2.2		0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
GATD3B	GATD3B	NM_001363758.2.2	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
GATD3B	GATD3B	NM_001363760.2	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
GATD3B	GATD3B	NM_001363761.2	protein_coding	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
GATD3B	GATD3B.2	NM_001363758.2	protein_coding	0	0	0	9	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0
GATD3B	GATD3B.2	NM_001363760.2.2	protein_coding	0	0	0	9	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0
GATD3B	GATD3B.2	NM_001363761.2.2	protein_coding	0	0	0	9	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0
GET1	GET1	NM_001146218.2	protein_coding	0	6	10	546	37	0	1	138	0	229	10	0	0	0	2	0	0	0	0	5	142
GET1	GET1	NM_001350293.1	protein_coding	1	7	10	747	37	0	2	138	0	429	10	0	0	1	2	0	0	0	0	6	143
GET1	GET1	NM_001350294.1	protein_coding	0	6	10	749	37	0	4	138	0	428	10	0	0	0	2	0	0	0	0	5	143
GET1	GET1	NM_001350295.1	protein_coding	0	7	10	748	37	0	4	138	0	428	10	0	0	0	3	0	0	0	0	5	143
GET1	GET1	NM_001350296.1	protein_coding	0	9	10	749	37	3	15	138	0	417	10	0	0	0	2	0	0	0	0	5	143
GET1	GET1	NM_004627.6	protein_coding	0	9	13	748	37	1	3	138	0	431	13	0	0	0	2	0	0	0	0	7	140
GET1	GET1	NR_146614.1		0	1	0	770	0	0	0	138	0	417	0	78	0	0	1	0	0	0	0	0	138
GET1	GET1	NR_146615.2		1	4	0	1550	0	0	0	119	0	1243	0	53	1	0	4	0	0	0	0	0	140
GET1	GET1	NR_146616.1		0	1	0	561	0	0	0	138	0	215	0	67	0	0	1	0	0	0	0	0	142
GRIK1	GRIK1	NM_000830.5	protein_coding	0	37	43	11653	55	1	14	117	0	11292	43	0	0	0	7	0	0	0	0	31	180
GRIK1	GRIK1	NM_001320616.2	protein_coding	1	38	38	12074	7	1	14	165	0	11713	38	0	0	0	6	0	1	0	0	32	180
GRIK1	GRIK1	NM_001320618.2	protein_coding	1	32	33	12085	7	1	14	165	0	11722	33	0	0	0	3	0	1	0	0	28	180
GRIK1	GRIK1	NM_001320621.2	protein_coding	1	31	33	12086	7	1	14	165	0	11723	33	0	0	0	3	0	1	0	0	27	180
GRIK1	GRIK1	NM_001320630.1	protein_coding	0	21	22	10415	0	1	14	153	0	10068	22	0	0	0	2	0	0	0	0	18	182
GRIK1	GRIK1	NM_001330993.2	protein_coding	1	38	40	12072	7	1	14	165	0	11711	40	0	0	0	5	0	1	0	0	32	180
GRIK1	GRIK1	NM_001330994.2	protein_coding	1	40	41	12069	7	1	14	165	0	11710	41	0	0	0	8	0	1	0	0	32	180
GRIK1	GRIK1	NM_175611.3	protein_coding	1	36	37	12077	7	1	14	165	0	11714	37	0	0	0	3	0	1	0	0	32	180
GRIK1-AS1	GRIK1-AS1	NR_027021.1		0	2	0	821	0	0	0	166	0	463	0	40	0	0	2	0	0	0	0	0	154
GRIK1-AS2	GRIK1-AS2	NR_033368.1		0	3	0	1286	0	0	0	131	0	968	0	40	0	0	3	0	0	0	0	0	150
HLCS	HLCS	NM_000411.8	protein_coding	0	49	50	7055	147	4	13	139	0	6592	50	0	0	0	5	0	0	0	0	40	168
HLCS	HLCS	NM_001242784.3	protein_coding	0	53	50	6380	147	8	32	139	0	5921	50	0	0	0	5	0	0	0	0	40	145
HLCS	HLCS	NM_001242785.2	protein_coding	0	50	50	6774	147	5	17	139	0	6339	50	0	0	0	5	0	0	0	0	40	136
HLCS	HLCS	NM_001352514.2	protein_coding	0	47	55	6373	147	0	2	139	0	5944	55	0	0	0	5	0	0	0	0	42	145
HLCS	HLCS	NM_001352515.2	protein_coding	0	48	50	7055	147	3	9	139	0	6596	50	0	0	0	5	0	0	0	0	40	168
HLCS	HLCS	NM_001352516.2	protein_coding	0	50	50	6771	147	5	15	139	0	6337	50	0	0	0	5	0	0	0	0	40	137
HLCS	HLCS	NM_001352517.1	protein_coding	0	49	50	6774	147	4	13	139	0	6343	50	0	0	0	5	0	0	0	0	40	136
HLCS	HLCS	NM_001352518.1	protein_coding	0	48	50	6253	147	3	7	139	0	5838	50	0	0	0	5	0	0	0	0	40	126
HLCS	HLCS	NR_148020.2		0	4	0	7145	0	0	0	139	0	6589	0	253	0	0	4	0	0	0	0	0	168
HLCS	HLCS	NR_148021.1		0	4	0	6864	0	0	0	139	0	6336	0	257	0	0	4	0	0	0	0	0	136
HMGN1	HMGN1	NM_004965.7	protein_coding	1	6	11	518	8	1	2	148	0	198	11	0	0	0	4	0	1	0	0	3	164
HSF2BP	HSF2BP	NM_007031.2	protein_coding	2	19	12	2286	0	3	11	0	0	2149	12	0	1	1	3	0	0	0	0	14	130
HSPA13	HSPA13	NM_006948.5	protein_coding	0	15	22	564	66	0	2	169	0	202	22	0	0	0	4	0	0	0	0	13	127
HUNK	HUNK	NM_014586.2	protein_coding	0	41	41	3888	150	3	11	151	0	3431	41	0	0	0	4	0	0	0	0	36	146
ICOSLG	ICOSLG.2	NM_001283050.2	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
IFNAR1	IFNAR1	NM_000629.3	protein_coding	3	18	24	1085	121	1	6	118	0	732	24	0	0	0	4	0	3	0	0	13	112
IFNAR2	IFNAR2	NM_000874.5	protein_coding	1	10	23	1183	93	2	10	156	0	808	23	0	0	0	0	0	1	0	0	8	116
IFNAR2	IFNAR2	NM_001289125.1	protein_coding	0	22	34	1142	39	4	13	162	0	814	34	0	0	0	0	0	0	0	0	18	114
IFNAR2	IFNAR2	NM_001289126.1	protein_coding	0	9	18	1171	63	4	13	162	0	819	18	0	0	0	0	0	0	0	0	5	114
IFNAR2	IFNAR2	NM_001289128.1	protein_coding	0	9	18	1171	63	4	13	162	0	819	18	0	0	0	0	0	0	0	0	5	114
IFNAR2	IFNAR2	NM_207584.3	protein_coding	1	10	23	1183	93	2	10	156	0	808	23	0	0	0	0	0	1	0	0	8	116
IFNAR2	IFNAR2	NM_207585.2	protein_coding	0	22	34	1142	39	4	13	162	0	814	34	0	0	0	0	0	0	0	0	18	114
IFNGR2	IFNGR2.2	NM_001329128.1	protein_coding	0	21	23	1081	14	1	8	136	0	810	23	0	0	0	2	0	0	0	0	18	115
IFNGR2	IFNGR2.2	NM_005534.3.2	protein_coding	0	20	23	1082	14	1	8	136	0	811	23	0	0	0	2	0	0	0	0	17	115
IGSF5	IGSF5	NM_001080444.1	protein_coding	2	25	47	2027	36	0	2	151	0	1695	47	0	0	1	8	0	1	0	0	19	150
IL10RB	IL10RB	NM_000628.5	protein_coding	0	15	17	1124	17	1	3	144	0	817	17	0	0	0	5	0	0	0	0	11	146
IL10RB-DT	IL10RB-DT	NR_038974.1		0	0	0	317	0	0	0	141	0	5	0	14	0	0	0	0	0	0	0	0	157
ITGB2	ITGB2	NM_000211.5	protein_coding	3	62	59	1694	19	1	3	141	0	1372	59	0	0	2	9	0	1	0	0	56	166
ITGB2	ITGB2	NM_001127491.3	protein_coding	3	65	59	1974	19	3	9	141	0	1646	59	0	0	2	10	0	1	0	0	56	167
ITGB2	ITGB2	NM_001303238.2	protein_coding	2	61	50	1711	19	5	22	141	0	1370	50	0	0	2	9	0	0	0	0	49	166
ITGB2-AS1	ITGB2-AS1	NR_038311.1		0	6	0	692	0	0	0	171	0	208	0	93	0	0	6	0	0	0	0	0	226
ITGB2-AS1	ITGB2-AS1	NR_038312.1		0	3	0	695	0	0	0	171	0	210	0	91	0	0	3	0	0	0	0	0	226
ITGB2-AS1	ITGB2-AS1	NR_038313.1		0	5	0	693	0	0	0	171	0	209	0	92	0	0	5	0	0	0	0	0	226
ITGB2-AS1	ITGB2-AS1	NR_038314.1		0	5	0	693	0	0	0	171	0	211	0	90	0	0	5	0	0	0	0	0	226
ITGB2-AS1	ITGB2-AS1	NR_038315.1		1	4	0	693	0	0	0	171	0	213	0	88	0	1	4	0	0	0	0	0	226
ITGB2-AS1	ITGB2-AS1	NR_038316.1		0	2	0	696	0	0	0	171	0	213	0	88	0	0	2	0	0	0	0	0	226
ITSN1	ITSN1	NM_001001132.2	protein_coding	0	45	45	5085	40	2	14	132	0	4780	45	0	0	0	15	0	0	0	0	33	127
ITSN1	ITSN1	NM_001331008.2	protein_coding	0	42	44	5089	40	2	14	132	0	4784	44	0	0	0	14	0	0	0	0	30	127
ITSN1	ITSN1	NM_001331009.2	protein_coding	0	45	45	5085	40	2	14	132	0	4780	45	0	0	0	15	0	0	0	0	33	127
ITSN1	ITSN1	NM_001331010.2	protein_coding	0	71	61	6832	307	2	14	142	0	6255	61	0	0	0	21	0	0	0	0	54	127
ITSN1	ITSN1	NM_001331011.2	protein_coding	0	42	44	5089	40	2	14	132	0	4784	44	0	0	0	14	0	0	0	0	30	127
ITSN1	ITSN1	NM_001331012.2	protein_coding	0	44	42	5089	40	2	14	132	0	4785	42	0	0	0	16	0	0	0	0	31	127
ITSN1	ITSN1	NM_003024.3	protein_coding	0	71	61	6832	307	2	14	142	0	6255	61	0	0	0	21	0	0	0	0	54	127
JAM2	JAM2	NM_001270407.1	protein_coding	0	9	12	2166	74	0	7	132	0	1814	12	0	0	0	4	0	0	0	0	5	143
JAM2	JAM2	NM_001270408.2	protein_coding	0	10	15	2086	5	0	7	130	0	1804	15	0	0	0	4	0	0	0	0	6	144
JAM2	JAM2	NM_021219.4	protein_coding	0	9	12	2167	74	0	7	132	0	1814	12	0	0	0	4	0	0	0	0	5	144
JAM2	JAM2	NR_072999.2		0	4	0	2184	0	0	0	132	0	1814	0	98	0	0	4	0	0	0	0	0	144
KCNE1	KCNE1	NM_000219.6	protein_coding	0	9	0	644	0	7	22	0	0	481	0	0	0	0	2	0	0	0	0	0	142
KCNE1	KCNE1	NM_001127668.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KCNE1	KCNE1	NM_001127669.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KCNE1	KCNE1	NM_001127670.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KCNE1	KCNE1	NM_001270402.2	protein_coding	0	5	0	632	0	5	14	0	0	449	0	0	0	0	0	0	0	0	0	0	169
KCNE1	KCNE1	NM_001270403.2	protein_coding	0	5	0	629	0	5	12	0	0	449	0	0	0	0	0	0	0	0	0	0	168
KCNE1	KCNE1	NM_001270404.2	protein_coding	0	5	0	632	0	5	14	0	0	449	0	0	0	0	0	0	0	0	0	0	169
KCNE1	KCNE1	NM_001270405.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KCNE1B	KCNE1B	NM_001330065.1	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
KCNE1B	KCNE1B	NM_001369869.1	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
KCNE2	KCNE2	NM_172201.1	protein_coding	0	4	9	417	8	1	5	85	0	177	9	0	0	0	0	0	0	0	0	3	142
KCNJ15	KCNJ15	NM_001276435.1	protein_coding	1	22	16	1470	36	0	9	117	0	1186	16	0	0	0	0	0	1	0	0	22	122
KCNJ15	KCNJ15	NM_001276436.1	protein_coding	1	24	16	1470	36	2	10	117	0	1185	16	0	0	0	0	0	1	0	0	22	122
KCNJ15	KCNJ15	NM_001276437.2	protein_coding	2	23	16	2381	169	0	6	161	0	1855	16	0	1	0	1	0	1	0	0	22	192
KCNJ15	KCNJ15	NM_001276438.2	protein_coding	1	23	16	2382	169	0	6	161	0	1855	16	0	0	0	1	0	1	0	0	22	192
KCNJ15	KCNJ15	NM_001276439.2	protein_coding	1	23	16	2382	169	0	8	161	0	1853	16	0	0	0	1	0	1	0	0	22	192
KCNJ15	KCNJ15	NM_002243.5	protein_coding	1	22	16	1646	169	0	7	161	0	1188	16	0	0	0	0	0	1	0	0	22	121
KCNJ15	KCNJ15	NM_170736.3	protein_coding	1	22	16	1643	169	0	6	161	0	1185	16	0	0	0	0	0	1	0	0	22	122
KCNJ15	KCNJ15	NM_170737.2	protein_coding	1	22	16	1063	36	0	9	117	0	784	16	0	0	0	0	0	1	0	0	22	117
KCNJ6	KCNJ6	NM_002240.5	protein_coding	0	17	7	8697	462	5	21	145	0	7952	7	0	0	0	2	0	0	0	0	10	119
KRTAP10-1	KRTAP10-1	NM_198691.3	protein_coding	0	29	45	304	11	0	0	148	0	0	45	0	0	0	0	0	0	0	0	29	145
KRTAP10-10	KRTAP10-10	NM_181688.3	protein_coding	0	28	50	311	2	1	8	144	0	0	50	0	0	0	0	0	0	0	0	27	157
KRTAP10-11	KRTAP10-11	NM_198692.3	protein_coding	2	26	46	378	6	0	1	208	0	0	46	0	0	0	0	0	2	0	0	26	163
KRTAP10-12	KRTAP10-12	NM_198699.1	protein_coding	0	12	20	358	3	0	1	203	0	0	20	0	0	0	0	0	0	0	0	12	151
KRTAP10-2	KRTAP10-2	NM_198693.4	protein_coding	0	21	20	388	14	0	7	171	0	0	20	0	0	0	0	0	0	0	0	21	196
KRTAP10-2	KRTAP10-2	NR_130165.1		0	1	0	428	0	0	0	171	0	35	0	27	0	0	1	0	0	0	0	0	196
KRTAP10-3	KRTAP10-3	NM_198696.3	protein_coding	0	29	45	351	12	1	4	186	0	0	45	0	0	0	0	0	0	0	0	28	149
KRTAP10-4	KRTAP10-4	NM_198687.2	protein_coding	2	17	32	484	23	0	4	223	0	0	32	0	0	0	0	0	1	1	0	17	234
KRTAP10-5	KRTAP10-5	NM_198694.3	protein_coding	1	26	36	413	12	1	2	222	0	0	36	0	0	0	0	0	1	0	0	25	177
KRTAP10-6	KRTAP10-6	NM_198688.3	protein_coding	4	14	22	390	2	0	1	214	0	0	22	0	0	0	0	2	2	0	0	14	173
KRTAP10-7	KRTAP10-7	NM_198689.3	protein_coding	0	22	30	379	19	0	1	200	0	0	30	0	0	0	0	0	0	0	0	22	159
KRTAP10-8	KRTAP10-8	NM_198695.2	protein_coding	2	15	23	363	3	0	0	208	0	0	23	0	0	0	0	0	2	0	0	15	152
KRTAP10-9	KRTAP10-9	NM_198690.3	protein_coding	0	24	57	329	8	0	7	146	0	0	57	0	0	0	0	0	0	0	0	24	168
KRTAP11-1	KRTAP11-1	NM_175858.3	protein_coding	1	7	10	260	17	0	0	119	0	0	10	0	0	0	0	0	1	0	0	7	124
KRTAP12-1	KRTAP12-1	NM_181686.2	protein_coding	0	7	15	376	6	0	1	199	0	0	15	0	0	0	0	0	0	0	0	7	170
KRTAP12-2	KRTAP12-2	NM_181684.3	protein_coding	0	8	22	290	2	1	5	130	0	0	22	0	0	0	0	0	0	0	0	7	153
KRTAP12-3	KRTAP12-3	NM_198697.2	protein_coding	0	4	8	315	4	1	2	156	0	0	8	0	0	0	0	0	0	0	0	3	153
KRTAP12-4	KRTAP12-4	NM_198698.1	protein_coding	2	6	7	346	1	0	3	186	0	0	7	0	0	0	0	0	2	0	0	6	156
KRTAP13-1	KRTAP13-1	NM_181599.3	protein_coding	1	11	13	270	6	1	1	134	0	0	13	0	0	0	0	0	1	0	0	10	129
KRTAP13-2	KRTAP13-2	NM_181621.4	protein_coding	2	9	27	268	11	0	1	132	0	0	27	0	0	0	1	0	2	0	0	8	124
KRTAP13-3	KRTAP13-3	NM_181622.2	protein_coding	1	6	8	319	0	1	2	155	0	0	8	0	0	0	0	0	1	0	0	5	162
KRTAP13-4	KRTAP13-4	NM_181600.2	protein_coding	1	6	19	293	7	0	0	136	0	0	19	0	0	0	0	0	1	0	0	6	150
KRTAP15-1	KRTAP15-1	NM_181623.2	protein_coding	0	5	10	294	5	1	2	122	0	0	10	0	0	0	0	0	0	0	0	4	165
KRTAP19-1	KRTAP19-1	NM_181607.3	protein_coding	0	6	11	257	13	0	2	135	0	0	11	0	0	0	0	0	0	0	0	6	107
KRTAP19-2	KRTAP19-2	NM_181608.2	protein_coding	0	5	5	304	8	2	6	129	0	0	5	0	0	0	0	0	0	0	0	3	161
